Предложение,Ссылка
Он любил вставать в позу а-ля Наполеон.,https://ru.wiktionary.org/wiki/а-ля
"«Я потерял свою жену и душу; опечаленный, пойду я в лес, сниму и поем там коры; затем я рано встану и сгоню утку аангич с суши в море и стану всюду искать, не найду ли где и не встречу ли свою любимую»  Г. В. Стеллер, «Описание земли Камчатки», 1774 г.",https://ru.wiktionary.org/wiki/аангич
"Аангич — Anas hyemalis. Птица, принадлежащая к роду  уток, названная так Камчадалами по её голосу, слово сие выражающему.  «Словарь Академии Российской (том I)», 1789 г.",https://ru.wiktionary.org/wiki/аангич
"Два кантона ― Базель и Ааргау ― уже приводят этот закон в действие.  «Мелочи» (19.05.1914) // «Раннее утро», 1914 г. [НКРЯ]",https://ru.wiktionary.org/wiki/Ааргау
Настоящее имя Керенского — Аарон Кирбис.,https://ru.wiktionary.org/wiki/Аарон
"Когда бог освободил израильтян от плена, разве он поставил во главе их священника или многих советников? Нет! Он поставил им одного Моисея, как бы царя. Аарону же внушил священство, не дозволив ему вмешиваться в гражданские дела. Но когда Аарон отступил от этого, то и народ отпал от бога.  В. И. Костылев, «Иван Грозный»",https://ru.wiktionary.org/wiki/Аарон
"Обратим внимание, что аароновец, с одной стороны, скорбит о разделении ревнителей древнего благочестия на разные течения, с другой — считает, что это закономерность, одна из главных причин которой — ""самомнение"" старообрядческих учителей.  Мальцев А. И., «Аароновское согласие»",https://ru.wiktionary.org/wiki/аароновец
Алексей Ааронович Петров — честный человек.,https://ru.wiktionary.org/wiki/Ааронович
"Обратим внимание, что аароновец, с одной стороны, скорбит о разделении ревнителей древнего благочестия на разные течения, с другой — считает, что это закономерность, одна из главных причин которой — ""самомнение"" старообрядческих учителей.  Мальцев А. И., «Аароновское согласие»",https://ru.wiktionary.org/wiki/аароновцы
В начале Средних веков Аахен часто служил резиденций франкских королей.,https://ru.wiktionary.org/wiki/Аахен
"Поближе к старости бывший аахенский профессор превратился в фашиста и сделался фигурой столь же отталкивающей, как и его печально известный коллега по нацистской деятельности в науке ― гейдельбергский профессор Филипп Ленард.  Д. С. Данин, «Нильс Бор», 1969–1975 гг. [НКРЯ]",https://ru.wiktionary.org/wiki/аахенский
"Он еще на той неделе со мной встретился, аж зубами заскрипел: ""Чтоб тебе, говорит, старому черту, провалиться""...  Н. С. Лесков, «На ножах», 1870 г.",https://ru.wiktionary.org/wiki/аж
Мне сегодня аж пять писем пришло.,https://ru.wiktionary.org/wiki/аж
"Вы меня все так любите, аж мне неудобно как-то.",https://ru.wiktionary.org/wiki/аж
"Причина столь неожиданного для потребителя факта — нехватка муки высшего сорта, ажиотаж последовал вслед за ощутимым дефицитом продовольственной пшеницы.  Оксана Карпова, «С зерном и густо, и пусто», 2003 г. // «Время МН» [НКРЯ]",https://ru.wiktionary.org/wiki/ажиотаж
Последние новости из Ирака вызвали сильный ажиотаж среди нефтяных брокеров.,https://ru.wiktionary.org/wiki/ажиотаж
"Считается, что она позволит ликвидировать нездоровый ажиотаж автозаводов вокруг гособоронзаказа, когда победителем в итоге выходит тот, у кого лобби сильней.  Дмитрий Федечкин, «Равнение на унификацию», 5 февраля 2004 г. // «Уральский автомобиль» [НКРЯ]",https://ru.wiktionary.org/wiki/ажиотаж
"Первый автомат был построен Торресом еще в 1911 г. и показан в Париже три года спустя, вызвав небывалый ажиотаж у публики.  В. В. Шилов, «Леонардо Торрес-и-Кеведо», 20 сентября 2004 г. // «Информационные технологии» [НКРЯ]",https://ru.wiktionary.org/wiki/ажиотаж
"Прилавки превратились в пустыню. Спрос из ажиотажного перерос в ненасытный. Для расцвета теневой экономики были созданы идеальные условия.  Евгений Ясин, «Что нас ждет, если…», 1991 г. // «Огонек» [НКРЯ]",https://ru.wiktionary.org/wiki/ажиотажный
"Об отсутствии ажиотажных настроений участников рынка может свидетельствовать хотя бы динамика объемов биржевых операций ― на протяжении всей минувшей недели брутто-оборот торговых сессий ни разу не превысил отметки $20 млн, а суммарный объем операций составил $68,03 млн.  Вячеслав Сироткин, «Обзор конъюнктуры финансового рынка», 1996 г. // «Коммерсантъ-Daily» [НКРЯ]",https://ru.wiktionary.org/wiki/ажиотажный
"Усиливается ажиотажный спрос, панические настроения, удлиняются очереди.  Л. А. Муравьева, «Социалистическая индустриализация: особенности, источники, методы», 2003 г. // «Финансы и кредит» [НКРЯ]",https://ru.wiktionary.org/wiki/ажиотажный
"Например, совершенно понятно, что если вдруг резко повышается температура воздуха, то возникает ажиотажный спрос на воду и мороженое.  «Сговор — тоже преступление», 2003 г. // «Аргументы и факты» [НКРЯ]",https://ru.wiktionary.org/wiki/ажиотажный
"Но аэронавт, по-прежнему в сильнейшей ажитации и очевидно считая свои дела в Роттердаме поконченными, стал в эту самую минуту готовиться к отъезду.  Э. А. По, «Необыкновенное приключение Ганса Пфалля»",https://ru.wiktionary.org/wiki/ажитация
"При лечении шизофренической депрессии и инволюционной меланхолии с признаками ажитации препарат сочетают одновременно с нейролептиками, поскольку он способен вызывать обострения психотической симптоматики.  В. А. Жмуров, «Психиатрия. Энциклопедия», 2016 г. [Google Книги]",https://ru.wiktionary.org/wiki/ажитация
"Уж зато, коли ты ему полюбился, али так, час добрый на него найдет, так уж награждает тебя, награждает, ажно тошно становится.  И. С. Тургенев, «Безденежье», 1846 г. [НКРЯ]",https://ru.wiktionary.org/wiki/ажно
"Это Собака старшего офицера спрашивает, а сам со злости ажно побелел.  К. М. Станюкович, «Собака», 1902 г. [НКРЯ]",https://ru.wiktionary.org/wiki/ажно
Она любила вязать ажуром.,https://ru.wiktionary.org/wiki/ажур
"Она поднялась выше, имея вид арки с запертыми железными воротами, сквозь верхний ажур которых я видел глубокий свод.  А. С. Грин, «Фанданго», 1927 г. [НКРЯ]",https://ru.wiktionary.org/wiki/ажур
"Зимой стилизованные столбы и ажур деревянных перекрытий создадут эффект кружевной воздушной беседки ― своеобразной малой архитектурной формы.  Е. Владыкина, «Пергола», 2002 г. // «Ландшафтный дизайн» [НКРЯ]",https://ru.wiktionary.org/wiki/ажур
"Федор Ипатович со всеми долгами расплатился, всё в ажур привёл, все справочки раздобыл, какие только требовались.  Б. Л. Васильев, «Не стреляйте в белых лебедей», 1973 г. [НКРЯ]",https://ru.wiktionary.org/wiki/ажур
"На работе у него ажур, растрат и хищений нет.  Ю. О. Домбровский, «Факультет ненужных вещей», 1978 г. [НКРЯ]",https://ru.wiktionary.org/wiki/ажур
"Колеса побелены, бамперы выровнены, всё блестит ― полный ажур.  В. В. Быков, «Волчья яма», 1999 г. // «Дружба народов» [НКРЯ]",https://ru.wiktionary.org/wiki/ажур
"Особенно славились изделиями из меди и серебра раскольничьи скиты Данилов и Лекса, снабжавшие одно время медными скаладнями и иконами с тонкой ажурной отделкой из серебра всех беспоповцев России.  Н. И. Березин, «Пешком по карельским водопадам», 1903 г. [НКРЯ]",https://ru.wiktionary.org/wiki/ажурный
"повернул круто свою даму, так что открылись ее тонкие ножки в ажурных чулках  Л. Н. Толстой, «Анна Каренина, часть I, глава XXII»",https://ru.wiktionary.org/wiki/ажурный
"И мне ль о том судить, когда мои глаза // Не могут различить от ижицы аза!  Д. И. Фонвизин, «Послание к слугам моим Шумилову, Ваньке и Петрушке», 1788 г.",https://ru.wiktionary.org/wiki/аз
"Из пансиона скоро вышел он, // Наскуча всё твердить азы да буки, // И, наконец, в студенты посвящён, // Вступил надменно в светлый храм науки.  М. Ю. Лермонтов, «Сашка», 1839? г.",https://ru.wiktionary.org/wiki/аз
"Как уголь от золы, так от невежд отличен, // Кто рисовать азы способен и привычен: // Почтен от всех такой премудрый человек, // И перед ним ничто кузнец и дровосек.  А. Н. Нахимов, «Предисловие к российское грамматике („Блажен, кто в жизни сей с указкой меж перстов…“)», 1809–1810 гг.",https://ru.wiktionary.org/wiki/аз
"В рукописи начала XVII в. из книги Симеона выписаны отдельные стихи в алфавитном порядке названий от буквы аз до зѣло…  Л. Сазонова, «Литературная культура России: Раннее Новое время», 2006 г.",https://ru.wiktionary.org/wiki/аз
"Буквы аз в Четвероевангелии царя Ивана Александра и в первом валашском шрифте почти совершенно идентичны.  Е. Л. Немировский, «История славянского книгопечатания XV — начала XVII века», т. 3, 2007 г.",https://ru.wiktionary.org/wiki/аз
"Дали мальчугану в руки указку и положили перед ним азбуку с громаднейшими азами.  М. Е. Салтыков-Щедрин, «Господа Головлёвы», 1880 г.",https://ru.wiktionary.org/wiki/аз
Начать изучение с азов.,https://ru.wiktionary.org/wiki/аз
"А дело в том, что егоза, // О чем идут и толк и речи, // Не знает и аза в глаза.  П. А. Вяземский, «Заметки», 1862 г.",https://ru.wiktionary.org/wiki/аз
"Еще далёко мне до патриарха, // Ещё на мне полупочтенный возраст, // Ещё меня ругают за глаза // На языке трамвайных перебранок, // В котором нет ни смысла, ни аза: Такой-сякой!  О. Э. Мандельштам, «„Еще далеко мне до патриарха…“», 1931 г. [НКРЯ]",https://ru.wiktionary.org/wiki/аз
"«Да кто ж ты сам?»  — ""Я также член; // Кургановым писать уче́н; // Известен стал не пустяками, // Терпеньем, потом и трудами; // Аз есмь зело славенофил"", — // Сказал и Про́лог растворил.  К. Н. Батюшков, «Видение на берегах Леты („Вчера, Бобровым утомленный…“)», 1809 г.",https://ru.wiktionary.org/wiki/аз
"Худо причинилось лишь тогда, когда надо было забираться в алтарь, куда по закону ход существам женского пола заповедан… Соответственно запустили туда лишь грешного аза, а сделал сие явившийся к воскресенью священник.  П. Г. Паламарчук, «Хроники смутного времени», 1993 г.",https://ru.wiktionary.org/wiki/аз
"Клюев истово перекрестился: «Прости, Господи, душу мою грешную, ежели чего не так сказал. Помилуй грешного аза. Аминь».  В. П. Ерохин, «Вожделенное отечество: роман-хроника», 1997 г.",https://ru.wiktionary.org/wiki/аз
"…но тут вдруг оказалось, что как раз на сегодня назначено чествование. Победителей олимпиад, турниров — и аза, грешного.  И. Андронати, ‎М. Успенский, ‎А. Лазарчук, «Марш экклезиастов», 2006 г.",https://ru.wiktionary.org/wiki/аз
"— Ну, господа, — произносит он обычным голосом и даже тише, чем бы надо, так что приходится вслушиваться в произносимые им слова, — не останется в стороне и аз грешный. С вашего позволения, аз грешный в эту новогоднюю ночь впервые исполнит свое новое вокальное сочинение.  А. Курчаткин, «Полёт шмеля», 2013 г.",https://ru.wiktionary.org/wiki/аз
"Наш корреспондент беседует с главным инфекционистом комитета здравоохранения мэрии Санкт-Петербурга, профессором Азой Гасановной Рахмановой.  А. Маева, «Есть! Лекарство против СПИДа», 1997 г. // «Здоровье» [НКРЯ]",https://ru.wiktionary.org/wiki/Аза
"Что там ещё хотела сказать собеседница, осталось загадкой, но Инка поняла так: на том конце трубки ― та самая Азалия, племянница Уаскаро.  Улья Нова, «Инка», 2004 г. [НКРЯ]",https://ru.wiktionary.org/wiki/Азалия
"В соломенных кашпо кусты азалий, гигантские гортензии.  В. В. Катанян, «Прикосновение к идолам», 1998 г. [НКРЯ]",https://ru.wiktionary.org/wiki/азалия
"Я увидела громадный букет белых азалий, перемешанных с пурпуровыми розами, стоявший на туалете.  Л. А. Чарская, «Записки институтки», 1901 г. [НКРЯ]",https://ru.wiktionary.org/wiki/азалия
"Я шел, пока медленно собирались мужчины во дворе старой мечети, из которой уже пять раз за последние сутки кричался-пелся азан.  Гулла Хирачев (Алиса Ганиева), «Салам тебе, Далгат!», 2009 г. // «Октябрь» [НКРЯ]",https://ru.wiktionary.org/wiki/азан
"Азарин… при кипячении в спиртовом растворе или при нагревании до 290°, переходит в смолистое нелетучее вещество, не изменяясь, однако ж, в составе.  А. М. Бутлеров, «Теоретические и экспериментальные работы по химии», 1851–1886 гг.",https://ru.wiktionary.org/wiki/азарин
"Бывший подполковник белорусской милиции, сейчас выступающий от объединения бывших белорусских силовиков BYPOL, Александр Азаров уверен, что к Протасевичу могли применяться методы и физического, и психического воздействия.  Владимир Михайлов, „Их методы напоминают 1937 год“. Бывший подполковник белорусской милиции о том, как силовики могли получить «признания» Протасевича // «currenttime.tv», 04 июня 2021 г.",https://ru.wiktionary.org/wiki/Азаров
"В течение того же ночного разговора Нежданов вдруг разгорячился и пришёл в азарт…  И. С. Тургенев, «Новь», 1877 г. [НКРЯ]",https://ru.wiktionary.org/wiki/азарт
"Опять Анна Федоровна, с некоторым азартом перебивая у других, докупившись до семи, обремизилась без трёх и, по требованию братца уродливо изобразив какую-то цифру, совершенно растерялась и заторопилась.  Л. Н. Толстой, «Два гусара», 1856 г. [НКРЯ]",https://ru.wiktionary.org/wiki/азарт
"Я со слезами на глазах вчера каялся перед господом богом, чтобы простил мне господь все грехи мои в это грустное время: ропот, либеральные мысли, дебош и азарт.  Ф. М. Достоевский, «Бедные люди», 1846 г. [НКРЯ]",https://ru.wiktionary.org/wiki/азарт
"«Блажен, кто выиграет; но ещё блаженнее тот, кто вообще до всяких азартных игр не охотник».  Г. П. Данилевский, «Воля», 1863 г. [НКРЯ]",https://ru.wiktionary.org/wiki/азартная игра
"В карточной, в столовой, в буфете и в бильярдной беспомощно толклись ошалевшие от вина, от табаку и от азартной игры люди в расстёгнутых кителях, с неподвижными кислыми глазами и вялыми движениями.  А. И. Куприн, «Поединок», 1905 г. [НКРЯ]",https://ru.wiktionary.org/wiki/азартная игра
"— Это даже интересно. Может, вы противник азартных игр? Но это ведь не азартная игра. — Никакой я не противник азартных игр, — сказал я и почему-то добавил: — Хотя это меня давно не занимает.  Ф. А. Искандер, «Муки совести, или Байская кровать», 1980–1990 гг. [НКРЯ]",https://ru.wiktionary.org/wiki/азартная игра
Водители! Не азартничайте на дорогах!,https://ru.wiktionary.org/wiki/азартничать
Мальчики азартно гоняли мяч до темноты.,https://ru.wiktionary.org/wiki/азартно
Азартный человек. Азартный игрок.,https://ru.wiktionary.org/wiki/азартный
Азартные игры. Азартный полис.,https://ru.wiktionary.org/wiki/азартный
"Мое участие в составлении словаря состояло в наборе всех слов, начинающихся на первые три буквы нашей азбуки.  Е. Р. Дашкова, «Записки», 1805 г. [НКРЯ]",https://ru.wiktionary.org/wiki/азбука
"И в самом деле, папенька уже купил ей азбуку с картинками.  И. И. Панаев, «Барышня», 1844 г. [НКРЯ]",https://ru.wiktionary.org/wiki/азбука
Азбука профессии.,https://ru.wiktionary.org/wiki/азбука
"Дело в том, что идея отсутствия определенного значения у знака вне контекста является азбукой семиотики…  Григорий Ревзин, «Очерки по философии архитектурной формы», 2002 г. [НКРЯ]",https://ru.wiktionary.org/wiki/азбука
"И он так уверен в её безграмотности, что в тот же день пошёл в книжную лавку и купил азбучку с картинками.  Т. Г. Шевченко, «Художник», 1856 г. [НКРЯ]",https://ru.wiktionary.org/wiki/азбучка
Меня зовут Азелла,https://ru.wiktionary.org/wiki/Азелла
"Отсюда еще раз подтверждается, что азеотропия для данных компонентов должна проявляться лишь в ограниченной температурной области, а вне ее смеси будут вести себя как обычные, не азеотропные.  А. С. Ирисов, «Испаряемость топлив для поршневых двигателей и методы ее исследования», 1955 г.",https://ru.wiktionary.org/wiki/азеотропный
"Я разъяснял, что все национальности, проживающие в Азербайджане, будут иметь равные права и равные возможности для развития своей культуры.  Анастас Микоян, «Так было», 1971–1974 гг. [НКРЯ]",https://ru.wiktionary.org/wiki/Азербайджан
"В пятницу в Азербайджане стартовала президентская предвыборная кампания.  Кирилл Зубков, «Азербайджану угрожают „оранжевым“ сценарием», 2008 г. [НКРЯ]",https://ru.wiktionary.org/wiki/Азербайджан
"С ними жила тетя-азербайджанка, она по-русски не говорила, молча ставила перед нами блюдо с какими-то восточными сладостями, две маленькие дочки лезли к нам рисовать.  С. Г. Кара-Мурза, «„Совок“ вспоминает мою жизнь», 1998 г. [НКРЯ]",https://ru.wiktionary.org/wiki/азербайджанка
"Увеличение азербайджанской диаспоры естественно привело к возрастанию роли ее представителей в жизни края.  «Некоренных народов не бывает. Азербайджанцы», 2001 г. // «Жизнь национальностей» [НКРЯ]",https://ru.wiktionary.org/wiki/азербайджанский
"Музыкальное искусство азербайджанского народа уходит своими корнями в глубокую древность.  «Музыка трех республик. От нашего специального корреспондента», 1945 г. // «Советское искусство» [НКРЯ]",https://ru.wiktionary.org/wiki/азербайджанский
"В общем, Владислав представляется, они немного беседуют на азербайджанском, и Тельман Мардан оглы, обратив внимание на фамилию гостя, без обиняков спрашивает, не еврей ли он.  Рустам Арифджанов, «Москва еврейская», 1997 г. // «Столица» [НКРЯ]",https://ru.wiktionary.org/wiki/азербайджанский
"Евно Азеф родился в октябре 1869 года в местечке Лысково Гродненской губернии в семье бедного портного-еврея.  Википедия, «Азеф,Евно Фишелевич»",https://ru.wiktionary.org/wiki/Азеф
"Мне казалось, что план, предложенный Азефом, настолько не нравился ему, что он не решится или не найдет в себе сил довести его до конца. Я сказал об этом Рутенбергу. ― Я не мальчик, ― ответил он мне, ― что я сказал, то я и сделаю. Он тут же принял азефовский план.  Б. В. Савинков, «Воспоминания террориста», 1909 г. [НКРЯ]",https://ru.wiktionary.org/wiki/азефовский
"Так, в приведенном выше письме Блока именно правительство «чавкает азефовскими губами». Между тем в реальности Азеф был талантливым, но нечестным революционером, предававшим товарищей, и талантливым, но неверным агентом, обманывавшим охранку.  Валерий Шубинский, «Неразлучные понятия. Русская интеллигенция и тайные службы», 2001 г. // «Октябрь» [НКРЯ]",https://ru.wiktionary.org/wiki/азефовский
"По словам «Matin», Федоров во время пребывания в Париже сделал местному русскому революционному комитету важные разоблачения, не уступающие азефовским.  «Вести», 1909 г. // «Новое время» [НКРЯ]",https://ru.wiktionary.org/wiki/азефовский
"Стоя во главе ВЧК, Дзержинский не только террором превратил всю Россию в один сплошной чекистский подвал, он в лице своего учреждения создал ещё и небывалую в мире академию шпионажа и провокации, где сплёлся былой опыт царских охранных отделений со всей азефовщиной революционного подполья.  Р. Б. Гуль, «Дзержинский (Начало террора)», 1974 г. [НКРЯ]",https://ru.wiktionary.org/wiki/азефовщина
В Греции сложились два стиля ораторского искусства – богато украшенный и цветистый азианизм и возникший как реакция на злоупотребление украшательством простой и сдержанный аттицизм.,https://ru.wiktionary.org/wiki/азианизм
Азиаты составляют большинство населения планеты.,https://ru.wiktionary.org/wiki/азиат
"Азиатки смуглые, за исключением китаянок, настоящих, конечно, не маньчжурок из северных провинций.  Валериан Скворцов, «Каникулы вне закона», 2001 г. [НКРЯ]",https://ru.wiktionary.org/wiki/азиатка
"Я убирать, готовить, Александр Григорьевич, два раза неделя, – объясняет мне наломаном русском эта азиатка, подняв руки, на случай, если я в неё ещё что-нибудь соберусь запустить.  Лариса Чурикова, «Никогда не говори „нет“» [Google Книги]",https://ru.wiktionary.org/wiki/азиатка
Азиатский менталитет.,https://ru.wiktionary.org/wiki/азиатский
Азиатская история.,https://ru.wiktionary.org/wiki/азиатский
Азиатский регион.,https://ru.wiktionary.org/wiki/азиатский
"В Константинополе по вечерам туристу некуда деваться: день очень интересен, ― по крайней мере, для охотника до старины, византийщины и азиатчины, а ночью, если вы избалованы удовольствиями, лучше спите, ― все равно ничего не найдете путного.  А. В. Амфитеатров, «Кельнерша», 1895 г. [НКРЯ]",https://ru.wiktionary.org/wiki/азиатчина
"И вообще это дикость и азиатчина: завод, имеющий сложнейшие станки, поставивший труднейшие производства, ― здесь работает допотопными способами.  М. Ф. Чумандрин, «Два часа», 1930 г. [НКРЯ]",https://ru.wiktionary.org/wiki/азиатчина
Азиаты составляют большинство населения планеты.,https://ru.wiktionary.org/wiki/азиаты
"Высота и азимут светила на небесной сфере — координаты, зависящие от времени.",https://ru.wiktionary.org/wiki/азимут
"Поскольку никаких ориентиров не было, мы просто шли по азимуту.",https://ru.wiktionary.org/wiki/азимут
"А ещё лучше бы делать сие на глобусе, и так обучать студентов, чтоб могли перстом показать, когда кто спросит их: где Азия?  [Пётр I], «Регламент или устав духовной коллегии», 1721 г. [НКРЯ]",https://ru.wiktionary.org/wiki/Азия
"Отворяет Европа нам свои пристани, зовёт нас Азия, ожидает Африка, и Америка на нас полагается.  Д. И. Фонвизин, «Торгующее дворянство», 1766 г. [НКРЯ]",https://ru.wiktionary.org/wiki/Азия
"Судьба русской земли необыкновенна тем, что Русь поставлена между Югом и Севером, между Европою и Азиею, обширна, могущественна, но младшая сестра всем другим европейцам.  Н. А. Полевой, «Клятва при гробе Господнем», 1832 г. [НКРЯ]",https://ru.wiktionary.org/wiki/Азия
"Из всех восточных народов на материке Азии корейцы первые додумались до использования живой силы воды.  В. К. Арсеньев, «Дерсу Узала», 1923 г. [НКРЯ]",https://ru.wiktionary.org/wiki/Азия
"Русская государственность, рождённая Азией и рядящаяся под Европу, не исторична, она надисторична.  В. С. Гроссман, «Всё течёт» (1955–1963) // «Октябрь», 1989 г [НКРЯ]",https://ru.wiktionary.org/wiki/Азия
"В Азии всё колоссально, огромно: звёзды, луна; если роза — то уж величиною с тарелку, если морковь — по локоть, орех — с яблоко, черепаха — с собаку.  Л. К. Чуковская, «Прочерк», 1980–1994 г гг. [НКРЯ]",https://ru.wiktionary.org/wiki/Азия
"Я видел Азию в броске // Гнилушками зубов наружу, // Бишкек её кишок на ужин // С чужим оружием в башке.  Демьян Кудрявцев, «12 МАЯ 2005», 2006 г.",https://ru.wiktionary.org/wiki/Азия
"Козаки исполнили это требование, прислали мириться, но не согласились в условиях: когда в Азове узнали, что козаки не мирятся, то к посланникам в окна полетели каменья и бревна, наконец козаки согласились помириться, как хотели азовцы, и посланников выпустили из Азова.  С. М. Соловьев, «История России с древнейших времен», Том девятый, 1859 г. [НКРЯ]",https://ru.wiktionary.org/wiki/азовец
"По ходу движения «азовцы» жгут файеры и взрывают петарды. Участники марша требуют не проводить выборы в Донбассе до его полного освобождения. По их мнению, в противном случае Украине уже не удастся вернуть эти территории.  Ольга Маранди, «„Азов“ с барабанами и факелами пришел маршем к Верховной раде» // «Московский комсомолец», 2016 г. [НКРЯ]",https://ru.wiktionary.org/wiki/азовец
"Вдобавок, от радикалов досталось советники президента Украины Юрию Бирюкову, от которого «азовцы» хотели получить извинения за слова, что «Мариуполь освобождали бойцы 72-й бригады, а не „Азова“».  Павел Иванов, «Сладкая сотня: „Петтинг“ на Крещатике мог закончиться мордобоем», Московский комсомолец г. // «2017» [НКРЯ]",https://ru.wiktionary.org/wiki/азовец
Осётр азово-черноморский является ценным объектом промысла.,https://ru.wiktionary.org/wiki/азово-черноморский
"Огромная территория, прилегающая к Азовскому морю, занята лиманами, болотами, плавнями и камышами.  Д. А. Фурманов, «На Чёрном Ереке», 1920 г. [НКРЯ]",https://ru.wiktionary.org/wiki/Азовское море
"…достаточно сравнить, с одной стороны, насыщенный синий цвет Нордкапского течения, которое протекает в водах Полярного моря, и, с другой стороны, ― бледный, зеленовато-серый цвет Азовского моря, над которым сияет яркое южное небо.  Б. А. Пильняк, «Заволочье», 1925 г. [НКРЯ]",https://ru.wiktionary.org/wiki/Азовское море
"В 1858 г. Грисс открыл реакцию диазотирования ― превращения первичных ароматических аминов. Благодаря способности диазосоединений к реакции азосочетания был создан многочисленный класс синтетических красителей ― азокрасителей.  В. Лисицин, «Реакция, вошедшая в историю науки» // «Химия и жизнь», 1965 г. [НКРЯ]",https://ru.wiktionary.org/wiki/азокраситель
Азональные почвы формируются во всех природных зонах мира.,https://ru.wiktionary.org/wiki/азональный
"В случае фенолов в качестве азосоставляющей аналогичными промежуточными продуктами являются диазоэфиры, легко разлагающиеся в воде.  В. Горленко, ‎Л. Кузнецова, ‎Е. Яныкина, «Органическая химия», 2012 г.",https://ru.wiktionary.org/wiki/азосоставляющая
Атмосферный воздух на 78 % состоит из азота.,https://ru.wiktionary.org/wiki/азот
"У азотемии есть три классификации, в зависимости от её причинного происхождения, но все три типа разделяют несколько общих черт.",https://ru.wiktionary.org/wiki/азотемия
"Так, между продуктами раскисления азотной кислоты или окисления аммиака встречается не только гидроксиламин, но также и закись азота, и азотистый, и азотноватый ангидриды.  Д.И. Менделеев, «Периодический закон», 1958 г.",https://ru.wiktionary.org/wiki/азотноватый
"В летнее же время, когда кактусы усиленно растут, в раствор добавляется азотнокислый аммоний (0,1 г на литр).  А. Новосёлов, «Кактусы на гидропонике» // «Химия и жизнь», 1967 г. [НКРЯ]",https://ru.wiktionary.org/wiki/азотнокислый
"В комнате стоял резкий запах азотной кислоты.  О. Уайльд, «Портрет Дориана Грея», 1891 г.",https://ru.wiktionary.org/wiki/азотный
"При благоприятных условиях азотобактер может синтезировать до 70 кг азота на гектар.  П. C. Батаев, «Невидимые помощники» // «Наука и жизнь», 1951 г. [НКРЯ]",https://ru.wiktionary.org/wiki/азотобактер
"Способ записи этой информации с помощью четырехбуквенного алфавита (азотсодержащих оснований ― цитонин, тимин, аденин и гуанин) универсален и одинаков для всего живого.  Владимир Горбачев, «Концепции современного естествознания», 2003 г. [НКРЯ]",https://ru.wiktionary.org/wiki/азотсодержащий
"Добавление к гектарной норме семян при их инокуляции 150 г молибденовокислого аммония улучшает азотфиксирующую деятельность клубеньковых бактерий.  Данилов К.П., «Козлятник восточный», 2011 г.",https://ru.wiktionary.org/wiki/азотфиксирующий
"До конца 1997 года в Москве построят 100 новых АЗС.  «Будет» (1997) // «Столица», 17 февраля 1997 г. [НКРЯ]",https://ru.wiktionary.org/wiki/АЗС
"Здесь встречены пироморфит, миметизит, вульфенит, англезит, церуссит, смитсонит, азурит, малахит, куприт и др.  В.Н. Холодов, «Ванадий», 1968 г.",https://ru.wiktionary.org/wiki/азурит
"Пришлось вспомнить азы химии, насобирать всяких баночек, колб, пробирок и других необходимых для опытов стекляшек.  Игорь Вольский, «Пропасть им. Пантюхина: будет ли новый мировой рекорд?», 1994 г. [НКРЯ]",https://ru.wiktionary.org/wiki/азы
"Теперь при составлении эмиграционных дел МВД уделяет большое внимание выяснению личности азюлянтов, претендующих на гражданство.  Из онлайнового форума, 2002 г.",https://ru.wiktionary.org/wiki/азюлянт
"Живет здесь один азюлянт из России, которого немцы оформили как представителя малой народности берендеев.  Сергей Носов, «Грачи улетели», 2005 г. [НКРЯ]",https://ru.wiktionary.org/wiki/азюлянт
"У самого спуска, прорезавшегося сквозь крутой береговой откос, лежала человеческая фигура, покрытая азямом.  В. Г. Короленко, «Ненастоящий город», 1880 г. [Викитека]",https://ru.wiktionary.org/wiki/азям
Кипит в бокале опенённом // Аи холодная струя.  А. С. Пушкин,https://ru.wiktionary.org/wiki/аи
"По его приказу Аид, царь преисподней, обещал каждый год на время отпускать умершего из своих подземелий.  А. В. Мень, «Сын Человеческий», 1969 г. [НКРЯ]",https://ru.wiktionary.org/wiki/Аид
